income,credit_score,loan_amount,loan_term,employment_years,digital_activity_score,transaction_consistency,default,transaction_count,unusual_transaction_ratio,account_age_days,login_frequency,fraud
148513.8,748,97335.18,295,6.6,0.421,0.3581,0,49,0.4744,1853,18.81,1
102636.41,582,82353.98,73,8.2,0.0269,0.1642,0,180,0.0627,1246,25.69,0
76456.53,614,18310.69,204,24.4,0.11,0.3837,0,66,0.3796,273,17.46,0
66371.54,690,89894.65,336,10.0,0.5826,0.158,1,225,0.3756,3608,8.62,1
99021.27,326,25551.53,292,9.7,0.9728,0.743,1,33,0.7286,854,25.12,0
55241.2,595,92909.16,142,26.3,0.3993,0.1407,0,275,0.2287,4,9.72,0
144371.27,367,29005.64,196,8.3,0.7312,0.6958,0,247,0.2924,3398,6.74,0
34879.37,768,54968.4,250,17.7,0.3168,0.0635,0,5,0.2895,2389,10.34,1
84421.12,745,45367.96,275,5.8,0.6984,0.8044,0,31,0.0999,2854,16.54,0
31150.63,511,60318.22,178,2.8,0.0649,0.2288,0,212,0.1708,426,28.41,1
123796.14,379,57135.3,61,1.4,0.6714,0.6309,0,155,0.1289,3117,14.17,1
103500.93,302,18564.85,231,24.7,0.6565,0.2444,0,37,0.3723,1079,6.2,0
21590.86,334,10015.41,111,1.6,0.9589,0.4317,1,172,0.91,78,20.58,0
37953.7,595,75385.54,61,8.7,0.1534,0.4037,0,53,0.315,1049,10.27,0
38416.78,397,98394.87,217,12.7,0.2498,0.8488,0,66,0.1357,560,9.06,1
61537.1,433,22497.98,102,1.4,0.3778,0.655,1,24,0.8503,467,22.99,1
59877.15,528,59708.23,110,6.8,0.1743,0.1815,0,60,0.7966,649,8.05,1
63619.56,721,69531.12,182,3.8,0.3043,0.5006,0,153,0.6094,1754,24.0,1
95874.48,740,45792.88,149,5.2,0.0545,0.8102,0,127,0.4373,1859,19.46,1
137638.4,548,31289.15,305,16.5,0.6251,0.1773,0,119,0.3562,3420,23.46,1
43083.27,692,98274.46,218,11.1,0.3325,0.8471,0,200,0.9604,1515,23.84,0
86416.61,726,44566.47,65,8.0,0.7828,0.3695,0,298,0.698,653,9.37,1
149015.82,577,92761.37,213,13.0,0.3178,0.2333,0,298,0.6987,2867,27.85,1
102392.75,647,76054.08,90,8.7,0.8774,0.7071,0,253,0.9238,618,9.64,1
30633.51,768,87024.07,226,28.5,0.7449,0.5471,0,139,0.2125,2701,9.31,0
85027.47,739,28403.35,307,0.8,0.7848,0.3933,0,152,0.5655,2418,19.53,0
117766.6,379,44451.65,193,25.8,0.6738,0.5001,1,264,0.6558,2846,14.4,1
23005.79,513,50028.46,206,1.8,0.6911,0.775,0,49,0.2739,2514,13.28,0
92005.76,319,57813.53,83,11.6,0.2751,0.208,1,63,0.979,1632,23.73,1
58720.53,752,42701.75,177,19.3,0.8383,0.7487,0,85,0.3886,2878,9.6,0
46664.93,495,61795.55,247,4.2,0.9307,0.8606,0,154,0.0113,1620,24.8,1
130042.47,381,99380.21,68,5.4,0.4136,0.911,0,291,0.4602,2542,12.89,0
23324.73,529,25752.83,124,18.0,0.0329,0.9559,1,180,0.7853,2340,1.8,1
113393.99,578,74481.25,29,22.8,0.0813,0.2264,0,140,0.2154,2728,13.16,0
124013.99,580,55680.51,63,8.4,0.8255,0.5455,0,46,0.7284,292,26.08,1
48146.32,375,99427.67,290,2.7,0.4005,0.9753,0,43,0.7717,195,25.6,1
139951.11,339,19299.6,299,24.9,0.4172,0.417,1,279,0.9993,3064,28.98,1
98288.83,552,32737.92,74,28.6,0.7697,0.2578,0,169,0.3024,1070,26.76,0
47238.88,502,12095.28,43,20.9,0.5655,0.6713,0,52,0.2054,2227,12.08,1
122336.58,401,86245.21,56,23.7,0.116,0.8769,0,51,0.583,1268,27.86,0
149526.64,610,91090.16,354,26.0,0.1616,0.9329,0,46,0.2893,489,4.84,0
130640.97,606,35125.81,260,28.0,0.0751,0.9294,0,224,0.4764,2090,11.69,1
131824.22,492,62493.65,134,16.6,0.964,0.0375,0,155,0.6147,456,20.07,1
121719.46,593,21085.33,340,4.6,0.3484,0.877,1,122,0.0824,1375,7.32,1
97585.56,743,96752.12,106,11.7,0.4065,0.2533,0,86,0.9983,719,22.97,1
60545.42,376,5191.58,336,10.9,0.4866,0.8087,0,239,0.5837,2447,21.44,1
88342.54,667,45462.29,321,8.5,0.5702,0.9496,0,30,0.0306,435,18.13,0
114960.96,743,47884.68,351,27.5,0.2082,0.3641,0,75,0.8517,755,14.0,0
79239.02,699,43399.7,346,10.8,0.367,0.259,0,244,0.0226,176,3.41,0
105008.24,581,15567.0,125,0.2,0.8184,0.5092,0,216,0.8611,1068,2.18,0
77860.36,405,88310.13,13,29.1,0.9805,0.4119,0,31,0.6723,3295,23.03,1
89718.82,307,49812.68,98,5.8,0.7201,0.1217,0,83,0.14,586,17.01,1
92288.63,590,6251.24,154,14.1,0.8663,0.526,0,153,0.0319,1118,3.68,0
92051.82,763,62507.26,71,6.8,0.8899,0.1018,1,127,0.347,122,24.96,0
60874.41,626,96882.3,238,27.8,0.1647,0.6431,0,4,0.7915,1789,9.39,0
141681.07,668,95867.74,296,29.4,0.5988,0.4644,0,66,0.9266,71,25.69,1
59013.25,594,91453.18,180,7.3,0.0772,0.3329,0,262,0.761,392,27.97,1
81039.03,719,80987.41,159,22.0,0.6288,0.5506,0,262,0.6741,2500,7.47,1
118281.14,809,98227.19,298,19.3,0.9681,0.6737,0,286,0.5852,473,20.36,1
127107.96,755,28805.2,134,24.7,0.4025,0.5757,0,170,0.5525,1411,27.53,0
97006.34,613,71297.91,22,16.3,0.2783,0.5759,0,215,0.6027,1761,17.43,1
58744.85,456,54383.08,290,12.9,0.3773,0.7279,0,216,0.4597,957,14.12,1
77726.78,344,12884.46,174,4.3,0.4144,0.9264,0,287,0.0691,2408,27.07,1
66502.87,320,53642.69,111,14.4,0.3985,0.6138,0,204,0.2958,1235,14.34,0
131758.57,484,35695.32,16,15.9,0.6753,0.2404,1,129,0.1741,1235,15.86,0
55607.87,765,72396.61,169,3.3,0.331,0.2466,0,56,0.3276,1385,10.14,1
144369.44,329,41496.41,267,16.9,0.3788,0.1622,1,232,0.0614,3125,7.17,0
100675.74,646,69187.37,161,10.8,0.9309,0.8483,0,276,0.9216,571,16.24,1
56339.44,443,62484.58,212,5.5,0.8817,0.6172,1,81,0.0992,1211,28.59,0
127798.64,327,33693.37,220,13.9,0.9276,0.1768,1,124,0.5903,1664,12.09,1
131596.92,305,42640.43,76,24.6,0.7515,0.9712,1,119,0.5864,2049,2.31,0
141890.74,666,5721.04,89,1.4,0.0952,0.585,1,123,0.643,867,11.84,1
98545.39,386,62351.77,13,1.7,0.0217,0.7087,0,221,0.0995,599,6.34,0
113020.47,587,71501.32,44,15.4,0.3685,0.9698,0,231,0.5794,2547,24.54,1
20061.16,652,74060.85,123,4.1,0.2343,0.9624,0,240,0.4655,3203,16.5,1
63094.7,596,46903.75,159,25.1,0.4439,0.7824,1,152,0.945,1445,6.68,1
138616.93,382,68657.6,267,12.8,0.4207,0.428,1,91,0.6588,2655,26.99,1
36252.81,463,57608.56,343,9.6,0.5474,0.4068,1,31,0.1559,1008,3.01,1
82199.86,752,7283.84,334,24.8,0.6326,0.2045,0,78,0.1984,1992,4.57,0
40190.61,441,40962.33,337,15.5,0.2845,0.5126,0,255,0.0838,1172,25.53,0
45033.47,341,7747.21,137,13.6,0.3367,0.9083,0,276,0.5646,2855,5.31,1
110647.88,512,18604.12,235,10.3,0.6587,0.5022,0,107,0.1268,1961,22.89,0
53521.11,802,67615.54,115,24.0,0.4969,0.3425,1,175,0.8955,2146,5.04,1
121262.62,331,82379.89,192,4.9,0.428,0.2928,0,113,0.8715,1511,2.84,1
43800.23,586,35012.65,188,6.6,0.8078,0.2489,0,188,0.6726,1287,27.98,1
81004.02,720,29716.88,237,15.3,0.5887,0.1597,0,296,0.288,1506,25.08,1
72883.48,441,34915.63,223,17.4,0.9707,0.4188,0,171,0.8587,586,24.73,1
74821.18,429,76315.91,225,21.3,0.1793,0.9447,0,12,0.6139,2394,23.55,1
134053.64,441,11930.18,306,3.3,0.4371,0.7826,0,3,0.186,3226,6.68,0
79990.98,306,32253.08,188,29.2,0.723,0.4636,0,192,0.1162,2129,9.45,0
79664.21,508,26866.93,324,15.9,0.0936,0.4528,0,74,0.7742,791,13.9,0
40287.8,357,93014.16,150,9.5,0.7178,0.3947,1,228,0.0118,808,12.8,0
38281.22,832,45502.16,14,3.4,0.9884,0.8833,0,14,0.8217,3445,2.42,0
107865.57,599,52821.08,149,3.8,0.8171,0.7732,0,105,0.2046,3084,7.16,0
107840.36,690,7179.39,272,5.0,0.9773,0.5403,0,44,0.6973,1562,1.25,1
108033.19,592,89611.99,318,4.0,0.5623,0.3705,0,291,0.7152,213,4.3,1
54001.63,678,77541.79,59,27.2,0.9305,0.3742,0,1,0.0774,1360,9.46,1
64847.48,843,72962.54,340,1.8,0.8778,0.2167,0,261,0.5771,3103,22.12,1
53186.52,369,10818.86,43,8.2,0.0639,0.4057,0,175,0.0758,875,25.18,1
102459.7,405,31071.84,342,6.5,0.3103,0.3197,0,101,0.0421,2619,1.35,0
87121.55,625,41236.15,241,3.3,0.8408,0.4508,0,47,0.9621,2492,2.08,0
122740.28,405,43455.85,322,15.8,0.5588,0.7033,0,53,0.4359,438,11.61,0
75158.12,829,97887.77,69,2.6,0.5713,0.8266,0,183,0.5791,2920,16.12,0
40778.08,367,50266.59,33,21.6,0.8648,0.3328,0,107,0.3749,1047,11.34,0
96448.12,732,36079.16,88,16.4,0.2469,0.9519,0,297,0.6561,3156,23.07,1
40698.91,709,67648.52,60,14.0,0.7768,0.482,0,35,0.6813,2210,24.62,0
75608.41,796,62451.47,118,0.1,0.875,0.2024,0,264,0.341,646,27.13,1
82268.68,693,45849.76,298,24.3,0.222,0.3167,0,32,0.1646,516,26.37,1
58977.15,409,96986.68,14,24.1,0.4671,0.1904,0,275,0.9161,1933,4.63,0
21036.46,767,77724.94,126,16.7,0.715,0.1669,0,244,0.4691,3060,28.55,1
134246.57,813,32786.49,175,3.8,0.7325,0.6525,0,102,0.0011,2469,2.78,0
30782.74,374,9564.75,84,21.5,0.2787,0.1935,0,251,0.2166,2777,28.97,1
105624.09,757,98618.28,60,22.7,0.8342,0.7837,0,62,0.6779,2387,19.3,1
67419.4,744,38237.37,216,12.1,0.4553,0.296,0,194,0.524,961,6.65,0
22090.11,675,19472.22,156,28.3,0.9864,0.3799,0,101,0.7803,2557,6.81,0
36533.94,390,60048.26,144,7.3,0.6238,0.0133,1,146,0.4782,997,13.22,0
63494.74,417,12848.52,180,1.1,0.7021,0.0439,0,78,0.4191,126,15.61,1
65324.38,513,68595.34,251,27.3,0.5979,0.8635,0,105,0.2207,1184,15.72,0
66560.36,391,62011.69,67,8.5,0.4029,0.5701,0,197,0.2425,2912,15.66,0
102364.14,590,69483.97,134,24.4,0.0229,0.2077,0,254,0.6927,3348,20.06,1
39012.85,830,18488.77,213,16.2,0.2639,0.889,0,256,0.6698,1189,1.08,0
109596.79,444,6975.16,212,19.9,0.0864,0.6665,0,9,0.3196,2414,1.7,0
56374.44,446,52073.19,70,12.0,0.6517,0.7296,0,102,0.9884,1312,27.06,1
138244.91,690,61835.91,114,24.4,0.0894,0.0582,0,27,0.5263,2438,18.07,1
77637.75,416,74076.25,170,25.6,0.5317,0.0449,0,119,0.3359,1142,2.87,0
142632.27,484,64374.36,37,18.6,0.2301,0.9235,0,228,0.4172,363,8.03,0
42151.18,325,53625.27,54,4.2,0.1371,0.6352,0,179,0.853,3544,23.07,1
79652.31,562,78064.84,13,26.2,0.9114,0.2203,0,46,0.0363,1429,20.75,0
107664.61,550,5794.86,325,13.0,0.9299,0.6047,0,149,0.9787,388,17.17,0
117109.49,443,68390.27,322,7.0,0.9987,0.7334,0,15,0.7575,426,12.76,1
82261.71,400,53363.28,257,11.9,0.8979,0.6582,0,111,0.4092,968,13.54,0
106424.17,666,7334.61,347,11.9,0.7759,0.6399,0,206,0.1719,651,6.34,0
77700.92,827,6063.34,111,13.4,0.3971,0.9496,0,167,0.169,2255,27.59,0
135958.79,850,96908.32,12,13.9,0.5808,0.2418,0,275,0.1062,1325,10.9,0
80430.91,744,35658.03,320,25.1,0.3802,0.0249,0,286,0.3694,3040,16.43,1
140156.1,597,16855.85,237,3.3,0.9472,0.3875,0,299,0.1885,287,28.65,1
144444.6,660,87403.24,191,24.0,0.5344,0.4414,0,158,0.5256,162,2.63,0
120602.82,304,73247.94,106,7.9,0.5944,0.6386,0,229,0.5612,3642,15.25,0
149014.34,538,66043.24,84,17.7,0.018,0.1017,0,175,0.6336,262,19.67,1
101323.33,805,31147.52,304,22.6,0.023,0.6616,0,77,0.9955,664,7.58,1
98614.65,421,65228.85,20,11.5,0.8864,0.0136,0,101,0.0198,558,24.56,0
137610.81,733,18194.82,305,13.5,0.2392,0.9452,0,148,0.9941,2857,24.46,1
121646.3,394,81642.16,153,9.2,0.946,0.961,0,209,0.6783,2032,8.42,0
90557.52,804,79953.65,197,19.4,0.2532,0.3727,0,34,0.2807,2685,13.44,0
89739.69,728,38623.9,275,6.0,0.7475,0.2677,0,152,0.5616,3507,7.63,0
65912.58,739,64848.2,225,25.0,0.2158,0.9786,0,266,0.3132,632,1.85,0
79894.01,673,54829.87,14,27.7,0.9011,0.2907,1,210,0.7715,2499,17.26,1
104347.63,607,28166.23,232,29.9,0.6905,0.8665,1,13,0.7632,3238,9.86,0
66953.16,332,61608.67,284,8.1,0.4635,0.7328,1,235,0.1971,706,27.62,0
118603.34,346,71209.58,240,6.8,0.7383,0.907,0,162,0.2696,3230,27.74,0
146034.19,304,27960.47,26,1.9,0.1377,0.5591,0,182,0.0385,544,20.98,0
58986.66,651,7200.17,106,28.8,0.0942,0.2097,1,34,0.1393,1901,18.3,0
109266.39,538,83314.6,263,18.6,0.8324,0.3306,1,52,0.1117,979,20.05,0
55720.26,470,43104.98,106,26.5,0.8171,0.149,0,195,0.9061,3302,20.37,1
26644.63,672,52111.47,282,5.8,0.7149,0.3501,0,42,0.2595,3100,13.51,1
98471.71,382,60537.03,177,2.8,0.4766,0.9019,1,184,0.3127,2803,7.38,0
24062.58,727,17892.68,107,16.3,0.1077,0.4556,0,129,0.3853,3455,5.07,1
61269.87,787,40582.42,228,21.6,0.7625,0.7472,0,132,0.883,712,22.84,1
53480.01,421,53560.58,347,13.3,0.1598,0.5892,0,218,0.571,344,18.5,1
22623.09,540,92679.98,318,10.1,0.0738,0.7447,0,160,0.3356,2918,10.57,0
96722.49,446,92180.1,76,27.4,0.7039,0.4188,1,52,0.9476,3116,7.24,0
127612.01,843,92376.99,283,28.7,0.3086,0.3442,0,150,0.6502,235,5.21,0
51497.91,604,39795.44,359,4.3,0.1757,0.7224,1,131,0.1325,1482,23.25,0
80652.57,365,15468.92,181,8.8,0.0243,0.2852,1,44,0.5213,2897,6.89,1
76664.22,681,26377.27,55,26.6,0.6857,0.8558,0,300,0.4838,487,20.67,1
22053.95,450,69915.39,70,28.5,0.9361,0.605,1,174,0.8089,1852,7.2,1
